sigma_star,slope,median_w,median_s,share_gt1,w_llama3_8b
0.55,0.8181818181818181,14.110947414124396,0.9291330361702683,0.974025974025974,38.41138011587311
0.6,0.6666666666666667,8.643216678815337,0.8843023335917268,0.974025974025974,19.545258085167898
0.65,0.5384615384615383,5.708809036955816,0.8248321158534945,0.974025974025974,11.034793625292346
0.678,0.47492625368731556,4.648122961525262,0.7848593920002809,0.974025974025974,8.312357054309764
0.7,0.4285714285714286,4.000815018215942,0.7500509282616311,0.974025974025974,6.760132243132958
0.737,0.3568521031207599,3.172355724530356,0.6847768387802592,0.974025974025974,4.9098278302147245
0.75,0.33333333333333326,2.93993480859956,0.6598564032525773,0.974025974025974,4.42100193227371
0.8,0.25,2.2451909098397915,0.5546035770867448,0.974025974025974,3.0488813837894537
