rep,slope|edu|P,mean|edu|P,slope_main|edu|P,mean_main|edu|P,slope|edu|T,mean|edu|T,slope_main|edu|T,mean_main|edu|T,slope|web|P,mean|web|P,slope_main|web|P,mean_main|web|P,slope|web|T,mean|web|T,slope_main|web|T,mean_main|web|T
0,-0.20429270541746264,-0.2213429342590096,-0.03222458027316966,-0.09612656775680008,0.01866298018527683,-0.05886836555024729,0.0015005208676770814,-0.08801026525604083,-0.04607670267270671,0.12281549048280445,0.00220351096072135,0.03716538164700493,0.12328934553814874,0.24686904018204042,-0.03672255395109521,0.02929961835475418
3,0.024089379251859173,0.19600477457371326,-0.30218056559342477,-0.16186950453888216,0.09918881396346044,0.17930867935152617,-0.9548148807136099,-0.5099651244144708,0.11135277568410186,0.24189507850229616,-0.15460676097950996,-0.2795652201423358,0.2519857760586562,0.32165647364956496,-0.1171479412393244,-0.10412615941611654
1,-0.10580409170037385,-0.18190883908370525,-0.6149175829358556,-0.30227836931841506,0.13631855254244354,0.05314559123895276,-0.6719961671541417,-0.43938916451537,-0.06216565479255415,-0.05873213914223072,0.005250375403947056,-0.05614194558946616,0.13285498523058548,0.11129672960657808,-0.09556269884807143,-0.008723101194887025
2,-0.15871932144537892,-0.09886748036308134,-0.7852561452695099,-0.2614683752466116,-0.04405266452475138,-0.23888732746684596,-1.320488066435611,-0.29595862380569443,0.1485691625542755,0.17694425570500497,0.08973995121719551,0.025176854628638782,0.3401531818453562,0.4959286091619906,0.2425740518470884,0.08153052929128728
4,-0.024636913898899528,-0.12488012698063965,-0.06920091364131616,-0.052554336190927746,0.08582577894318366,0.012241181642460944,-0.08985132364193124,-0.06603248080645836,-0.06835773441717853,-0.029169755792647727,0.08575716072715656,0.04844395488329147,0.19595910996197025,0.30627061552286683,0.12377933101995163,0.08463088330980191
6,-0.1538146172502992,-0.04498245252599859,0.062397203451598944,0.13803963207607925,0.026635622399235857,0.1126144505716129,0.23808502328764783,0.23206858822844947,-0.17739661606376528,-0.170872704725896,0.009562998324881106,-0.021151736261487666,0.0678626480949724,0.14634796493978533,-0.0598733559150668,0.054426767378212025
5,-0.18829629162831923,-0.09400699676840514,-0.20737323905660549,-0.2040232606225003,0.04425368115798425,-0.006610093976811153,-1.1766771474472182,-0.6163041753785032,-0.05957444406850554,-0.03310895958261379,-0.003800007257558665,-0.055032964931402015,0.03656854286890028,-0.09551992187517952,-0.045984132715024245,-0.2140494754179438
7,0.14425566669163678,0.1461341794304452,-0.19714804586499096,-0.21278663005202808,0.2959167628913336,0.27669289054922913,-0.07491637385270776,-0.28498943531279847,-0.282300672083741,-0.13819422660576783,-0.1192138278758705,0.017944168754037895,-0.1190815152252927,-0.16573182023460614,-0.3518169963911527,-0.24148697178098646
10,-0.06633487696456648,-0.04958068628513784,-0.12298420445124032,-0.1835786804372096,0.14970243025438215,0.16728533618855282,-0.2714032049933847,-0.2961418165340844,0.1396009794302341,0.08846645352848807,0.1641747674231731,0.09215702538541343,0.18780074362010415,0.2844533890539465,0.33214110963844684,0.22051178725931822
9,-0.19027187969898837,-0.1704431084412945,-0.22167686166996578,-0.453642347538474,0.02326091124521818,0.04737577742034812,-1.8786147113175542,-1.0084118518107215,-0.008279372508892175,0.1483781305625243,-0.0220049095491805,0.10552717525438454,0.253660830307837,0.32299334669061014,-0.09762827370884923,-0.07289999033756252
11,0.14523965067721337,0.10599917475246395,0.012641539470753813,-0.00834761447020021,0.31743371351199007,0.39756743347993656,-0.18761788431775223,0.19573413912670143,-0.005839304521963194,0.11621724033756702,0.004444555161201333,0.05931002180487852,0.19518020656243248,0.34861124235686547,0.009073391814554634,0.1740336375006524
8,-0.022055921137930902,-0.02942476876002512,0.010519722566149352,-0.04131580156162944,0.1253290680994073,0.1821016739599515,0.028143735523733743,0.044158094449317176,-0.06858623088074037,0.05776939321325442,0.06255722662785043,0.21484432489736668,-0.061711006793563145,-0.028183540061509714,0.1961466861077735,0.2515053645880034
12,-0.033487819653347656,-0.027773853845480524,0.01843300326259275,-0.009405897825148618,0.07456074298820589,0.0678131321710825,-0.08502060160307635,-0.1430054415943827,-5.663744514179942e-05,0.07810101667052388,-0.14805272489910862,-0.0902302874597805,0.15568962543176315,0.164411324068318,-0.7324830881648485,-0.3620350294127948
13,-0.09444160844746533,-0.14340225711451882,-0.2627609299575937,-0.27642419625764975,0.14021499618827798,0.12088945888985254,-0.5077855755910731,-0.35595664005514144,-0.10387206994773847,-0.017036776977305754,0.0831988715522674,0.08922057269257845,0.1914566984275926,0.31869172579782334,0.112639499341063,0.18821717902546364
14,0.09080504784452753,0.23317526183861878,0.23854040934320403,0.27611464268455294,0.3040485117964992,0.5086209139287928,0.47539469552398245,0.37762518639943804,-0.00024659810538107827,0.16088288483021745,-0.13232176475074864,-0.03687701833093178,0.1186552078554093,0.14969583575188802,-0.6021268233703968,-0.33158959931320287
15,-0.11525154531470878,-0.18481368517026575,-0.04031299040273154,-0.12199256730136057,0.1149425154132607,0.03484799660052024,-0.07206241048736586,-0.0741939301285166,-0.041641225527235634,-0.05207469435572441,0.016637815593909453,0.01511782318383157,0.0568484741074847,0.025732107115132696,-0.056116575907418344,0.038700926110917466
19,-0.345127269061781,-0.2973425066656141,-0.08396221652644324,-0.05422166193424369,-0.03385876659248091,-0.1170764698842482,-0.195673722964567,-0.15524982174253363,-0.02784176703108403,-0.023001366735308185,-0.14717641814435048,-0.1146857950121092,0.09419770241851999,-0.016727534346634033,-0.3104360925592465,-0.2730074477476681
17,0.042990945918664224,0.17099268907168758,0.06006975258341409,0.08978420387734003,0.22415642710963027,0.3743052733414851,0.18839524384225736,0.18401037209558357,-0.08440313727440353,0.004518841779419095,-0.0018733110624204498,0.019241092710546578,0.05683362962454845,0.210455854111191,-0.0072454209842458175,0.17049138212194825
16,-0.006555296292568537,-0.0904138437083502,0.1451471639684169,-0.11410231807140127,0.18538645310341098,0.18823490504041926,0.29700235096125965,0.048307995272974726,-0.04159759194940829,0.0638620438396837,-0.10131018148734267,0.006268852773348321,0.10391745441290491,0.17096544884028456,-0.618782152731497,-0.2665810115729224
18,-0.08552857552079407,0.029010420634201332,0.11334456503614695,0.12833754360133745,0.08443030841996524,0.22131285944068724,0.13789432629415246,0.1476801552131943,-0.10599413406281052,-0.1497237479828624,-0.02703141423285715,-0.08228818540082376,0.04144193101731682,-0.018589903278395426,-0.1466322521370464,-0.08319145080118114
20,-0.13067126651942396,-0.08514505113606013,-0.029157453259130325,-0.05978050312331007,0.15689879875604545,0.36500536432157576,0.0002738480919637467,0.1270143838395599,-0.05048589206993644,0.014494141041094411,0.00294146629469259,0.04260165327266608,0.12513329751546828,0.16326091317703956,0.01504343592250614,0.03943125081186601
21,-0.28102699667044495,-0.2600879056126808,-0.13967163042670605,-0.23811623763227452,-0.097073104551066,-0.0977614478736461,-1.4323838282547439,-0.6346041949157476,-0.10787788347303524,-0.15319297509453672,-0.016769476660587215,-0.06503353967430438,0.10039982328296217,0.015071329124832843,0.005084883341065869,-0.058908735410510005
22,-0.05401183281576694,-0.11356856623806384,-0.20170229661389466,-0.3315810722581611,0.1656364723737273,0.15172582248520702,-0.3825550920098372,-0.3583571868568532,-0.10160460781255774,-0.11345010383897966,-0.8837696789830224,-0.4996047058223798,0.08427521270530658,0.10140812968826887,-0.8063588930553682,-0.224222055225819
23,0.0025904609426115614,-0.07955902273467164,0.0967853624973825,-0.11434075666318008,0.07044499574825693,0.037483002027801415,0.12545840819131324,0.0859750486515396,-0.03126447970094657,-0.019758336520667073,-0.019136453657654765,-0.03801893414895672,0.18560477869826425,0.2045395498215763,-0.008458697401836085,-0.1068562008060362
24,-0.1124435288415003,-0.09463012870777365,-0.13381622194209492,-0.09872781204205695,0.37567139481716755,0.2879917560878977,-0.4195655483113637,-0.3321620779034712,-0.09067921692982527,-0.11313215803418435,-0.014155633657029846,-0.05437353469093755,0.060155651214696564,0.028502692334323988,0.0012555903275425309,-0.006701280383719051
26,-0.05775707332021107,-0.11407876300052605,-0.07180538842819836,-0.14559911801046865,0.21927217846697736,0.29258173599776466,0.02745517042681967,-0.10382046832100882,-0.1116677286974708,0.007066559365909357,-0.06271667824127333,0.03321162304394512,-0.05656470914909827,0.020431914872775826,-0.25155236988785623,-0.04993551291437052
25,-0.19845077475235956,-0.16993402969744734,-0.048068967731001125,-0.09160349445695698,0.06858415354702119,0.23614970828087087,-0.04335968785760454,-0.12598358307294308,-0.08864460778894588,0.021942768332793215,0.03186567623175195,0.14406798311866764,0.07062401848557176,0.17194517646198804,-0.05360816516771556,0.01719607539073394
27,0.09701668426199249,0.12048785037687378,0.03846057150372519,-0.057410867073679546,0.3094581972185915,0.55976123395559,0.10768782024794647,0.13013842912316131,0.051378259532851786,0.176088183140331,0.01983731017080251,0.11728832750757484,0.26081590616173306,0.4583586032760888,-0.011125794196811548,0.010720178733775029
28,-0.4992558003706451,-0.4077891225279039,-0.0683734311435681,-0.09704894946092658,-0.0879576382803147,-0.09516187847380063,-0.2800818693532526,-0.10371802441715235,-0.129124037110538,-0.18382082557519974,-0.16059968194073546,-0.23703450940537837,0.03264575629544031,-0.07218089047860113,-0.31315125760861096,-0.3388146256410682
