key,label,E,A,B,a1,b1,kappa,a,sigma_star,gamma,lnG,K,Dstar_1e26,Nstar_1e26,Lstar_1e26
k1,"Chinchilla refit, kappa = 1",1.8172180999695944,477.8258652876895,2143.4173935594295,0.3473104985599139,0.3671724333625037,1.0,0.5138995166400605,0.7367885708471132,0.1784826973339582,-2.178530382035745,1981.482074631423,16087056680540.768,1036029585625.0079,1.8796385005328387
kq,"Chinchilla refit, kappa free",1.7571362423910764,2305.02002328122,9957.18549124613,0.4243590208242142,0.4305267435858486,0.7741442167597321,0.5036073373884584,0.7005534249155089,0.16544260563769686,-1.7284586416056023,1203.4333395681713,18646645187708.887,893815831152.9764,1.837981334979805
e70,sigma* = 0.70 (kappa = 1 path and frontier),1.8172180999695944,1870.5301442063849,11449.2159455294,0.41665755716566244,0.44048529997719477,0.8335634205761537,0.5138995166400605,0.7,0.1784826973339582,-2.178530382035745,1981.4820746314244,16087056680540.768,1036029585625.0079,1.8796385005328387
e60,sigma* = 0.60 (kappa = 1 path and frontier),1.8172180999695944,177969.71357782718,3073917.7541198866,0.6481339778132528,0.6851993555200807,0.5358621989418131,0.5138995166400605,0.6,0.1784826973339582,-2.1785303820357447,1981.4820746314222,16087056680540.768,1036029585625.0079,1.8796385005328384
e51,sigma* = 0.51 (equivalent),1.8172180999695944,49457139.62607736,3076936288.5780754,0.934075438613217,0.9874931888377633,0.3718227502861561,0.5138995166400605,0.51,0.17848269733395816,-2.1785303820357464,1981.482074631424,16087056680540.768,1036029585625.0079,1.8796385005328387
e65,sigma* = 0.65 (equivalent),1.8172180999695944,15313.124536744113,151291.36100645718,0.5234928282337808,0.5534302486892958,0.6634484367851022,0.5138995166400605,0.65,0.1784826973339582,-2.178530382035745,1981.4820746314233,16087056680540.768,1036029585625.0079,1.8796385005328387
e80,sigma* = 0.80 (equivalent),1.8172180999695944,61.40145588853106,172.6189117424362,0.24305024167996975,0.25694975832003025,1.428965863844835,0.5138995166400605,0.8,0.1784826973339582,-2.1785303820357447,1981.4820746314222,16087056680540.768,1036029585625.0079,1.8796385005328384
e90,sigma* = 0.90 (equivalent),1.8172180999695944,4.306484197394535,6.610288556343423,0.10802232963554216,0.11419989258668016,3.215173193650877,0.5138995166400605,0.8999999999999999,0.17848269733395816,-2.178530382035746,1981.4820746314247,16087056680540.768,1036029585625.0079,1.8796385005328387
