path,corpus,C,Mstar_point,Mstar_lo,Mstar_hi
Llama 3,Llama 3,2.6809058481699614e+23,15.77482871547788,6.458755630795404,38.52835363768359
Llama 3,Llama 3,2.9463870016745353e+23,15.787149022944936,6.399784543107493,38.944135164846145
Llama 3,Llama 3,3.238157867260654e+23,15.79947895270196,6.341320368931867,39.364599271763154
Llama 3,Llama 3,3.558821827323667e+23,15.811818512264061,6.283360066839899,39.78979431470274
Llama 3,Llama 3,3.9112400685237754e+23,15.824167709152217,6.225900545670981,40.21976930895368
Llama 3,Llama 3,4.2985571112815014e+23,15.83652655089329,6.168938669244098,40.65457392979381
Llama 3,Llama 3,4.7242288673736816e+23,15.848895045019997,6.112471260759206,41.0942585138405
Llama 3,Llama 3,5.192053475979802e+23,15.861273199070961,6.056495106910135,41.538874060762886
Llama 3,Llama 3,5.706205193318726e+23,15.873661020590683,6.001006961729108,41.98847223533589
Llama 3,Llama 3,6.271271638263124e+23,15.886058517129559,5.946003550181422,42.44310536981844
Llama 3,Llama 3,6.892294726262693e+23,15.898465696243882,5.8914815715273745,42.90282646663948
Llama 3,Llama 3,7.574815656817099e+23,15.910882565495843,5.837437702467245,43.36768920137697
Llama 3,Llama 3,8.324924355908131e+23,15.923309132453541,5.783868600084012,43.83774792601539
Llama 3,Llama 3,9.149313814550806e+23,15.93574540469099,5.730770904597282,44.31305767246959
Llama 3,Llama 3,1.0055339808309722e+24,15.948191389788114,5.6781412419410255,44.79367415636285
Llama 3,Llama 3,1.1051086530639786e+24,15.96064709533076,5.625976226176692,45.279653781048474
Llama 3,Llama 3,1.2145438725677078e+24,15.973112528910695,5.574272461752524,45.77105364186467
Llama 3,Llama 3,1.3348160964099922e+24,15.985587698125622,5.523026545619037,46.26793153061401
Llama 3,Llama 3,1.4669984769412952e+24,15.998072610579172,5.472235069209949,46.77034594025844
Llama 3,Llama 3,1.612270437205652e+24,16.01056727388092,5.421894620297232,47.278356069822316
Llama 3,Llama 3,1.7719281945725733e+24,16.023071695646376,5.372001784728212,47.79202182949635
Llama 3,Llama 3,1.9473963264890736e+24,16.03558588349701,5.322553148052263,48.31140384593557
Llama 3,Llama 3,2.140240481549499e+24,16.04810984506023,5.273545297043979,48.83656346774553
Llama 3,Llama 3,2.3521813493001533e+24,16.060643587969416,5.224974821129305,49.36756277115076
Llama 3,Llama 3,2.5851100134270264e+24,16.0731871198639,5.176838313720629,49.90446456584092
Llama 3,Llama 3,2.8411048253184294e+24,16.08574044838898,5.129132373466483,50.447332400989
Llama 3,Llama 3,3.1224499485601947e+24,16.09830358119593,5.0818536054210295,50.99623057143825
Llama 3,Llama 3,3.431655739830329e+24,16.110876525941993,5.034998622138268,51.55122412405317
Llama 3,Llama 3,3.771481148045482e+24,16.123459290290402,4.988564044695511,52.11237886423077
Llama 3,Llama 3,4.1449583316203347e+24,16.13605188191037,4.9425465036503295,52.67976136256981
Llama 3,Llama 3,4.555419713491735e+24,16.148654308477095,4.89694263993505,53.25343896169359
Llama 3,Llama 3,5.006527715311645e+24,16.16126657767178,4.851749105692446,53.83347978322431
Llama 3,Llama 3,5.502307436117898e+24,16.173888697181617,4.806962565056117,54.41995273490661
Llama 3,Llama 3,6.047182567064595e+24,16.186520674699807,4.76257969487886,55.01292751787719
Llama 3,Llama 3,6.646014862668316e+24,16.199162517925558,4.718597185412013,55.612474634079454
Llama 3,Llama 3,7.304147520760034e+24,16.211814234564095,4.675011740938704,56.218665393820466
Llama 3,Llama 3,8.027452858208859e+24,16.224475832326654,4.631820080363608,56.831571923468836
Llama 3,Llama 3,8.822384707813212e+24,16.237147318930496,4.5890189377618205,57.451267173292166
