uid,model,dev,year,gen,N,D,M,Cmp,set,dlo,dhi,Mstar_hi_eff,Mstar_lo_eff,binding_upper,binding_lower,tau_break,sign_tau1
B:google/gemma-7b,gemma-7b,Google,2024,Gemma,8537680896.0,6000000000000.0,702.7669542921273,3.07356512256e+23,S1 without Marin (comparison only),2.5446451976221036,4.702867579477315,55.16783794260083,6.373557275176544,Chinchilla,Llama 3,12.738707560432555,w>1
B:google/gemma-2b,gemma-2b,Google,2024,Gemma,2506172416.0,3000000000000.0,1197.044537258206,4.5111103488e+22,S1 without Marin (comparison only),3.298083050596961,5.050259161336759,44.23551006495141,7.670269494404506,Chinchilla,Llama 3,27.060715147187732,w>1
B:google/gemma-2-27b,gemma-2-27b,Google,2024,Gemma-2,27227128320.0,13000000000000.0,477.464969761453,2.12371600896e+24,S1 without Marin (comparison only),1.9319950390346845,4.505028526786433,69.16505547810546,5.277551550590947,Chinchilla,Llama 3,6.903268803313502,w>1
B:tiiuae/falcon-180B,falcon-180B,TII,2023,Falcon,179522565120.0,3500000000000.0,19.49615636151623,3.76997386752e+24,S1 without Marin (comparison only),-1.3338312654040565,1.3630300074489798,73.9987796520193,4.988759736280576,Chinchilla,Llama 3,1.0,not identified
B:tiiuae/falcon-40b,falcon-40b,TII,2023,Falcon,41835970560.0,1000000000000.0,23.902875602367764,2.5101582336e+23,S1 without Marin (comparison only),-0.8128607671831696,1.3021725071203716,53.88539826146,6.500156559381074,Chinchilla,Llama 3,1.0,not identified
B:tiiuae/falcon-7b,falcon-7b,TII,2023,Falcon,7217189760.0,1500000000000.0,207.83712911547445,6.495470784e+22,S1 without Marin (comparison only),1.5056871706199777,3.334343521665459,46.11173944188291,7.406894222688069,Chinchilla,Llama 3,4.50724981601318,w>1
B:microsoft/phi-2,phi-2,Microsoft,2023,Phi-2,2779683840.0,1400000000000.0,503.65440121420426,2.3349344256e+22,S1 without Marin (comparison only),2.506685100860757,4.121832709346778,41.067013997468784,8.166640392562027,Chinchilla,Llama 3,12.2642079905115,w>1
B:microsoft/phi-1_5,phi-1_5,Microsoft,2023,Phi-1.5,1418270720.0,150000000000.0,105.76260081009076,1.276443648e+21,S1 without Marin (comparison only),1.249695471429896,2.2980946041319608,30.31072153585868,10.623859451341795,Chinchilla,Llama 3,3.4892802101385074,w>1
B:mosaicml/mpt-30b,mpt-30b,MosaicML,2023,MPT,30000000000.0,1050000000000.0,35.0,1.89e+23,S1 without Marin (comparison only),-0.39862000852576385,1.6559998517924819,52.14185942427685,6.681538060992221,Chinchilla,Llama 3,1.0,not identified
B:mosaicml/mpt-7b,mpt-7b,MosaicML,2023,MPT,7000000000.0,1000000000000.0,142.85714285714286,4.2e+22,S1 without Marin (comparison only),1.1804294340352466,2.917661983865155,43.878115854514384,7.722847522258117,Chinchilla,Llama 3,3.255772042054195,w>1
B:deepseek-ai/deepseek-llm-67b-base,deepseek-llm-67b-base,DeepSeek,2024,DeepSeek-LLM,67000000000.0,2000000000000.0,29.850746268656717,8.04e+23,S1 without Marin (comparison only),-0.7263428471628668,1.637736529864685,61.716584498538204,5.803570376336684,Chinchilla,Llama 3,1.0,not identified
B:deepseek-ai/deepseek-llm-7b-base,deepseek-llm-7b-base,DeepSeek,2024,DeepSeek-LLM,7000000000.0,2000000000000.0,285.7142857142857,8.4e+22,S1 without Marin (comparison only),1.7944868901991864,3.677305660066365,47.48934738391819,7.22600735386749,Chinchilla,Llama 3,6.016386862604899,w>1
B:stabilityai/stablelm-base-alpha-3b,stablelm-base-alpha-3b,Stability AI,2023,StableLM-alpha,3638525952.0,800000000000.0,219.8692576482137,1.74649245696e+22,S1 without Marin (comparison only),1.7102377789367678,3.265533214381901,39.75737296680306,8.393854843691118,Chinchilla,Llama 3,5.530276304518459,w>1
B:stabilityai/stablelm-base-alpha-7b-v2,stablelm-base-alpha-7b-v2,Stability AI,2023,StableLM-alpha-v2,6889414656.0,1100000000000.0,159.66523353939925,4.54701367296e+22,S1 without Marin (comparison only),1.2826508971426644,3.0364858003428674,44.27536536527485,7.664455959838563,Chinchilla,Llama 3,3.606186695968513,w>1
B:stabilityai/stablelm-2-1_6b,stablelm-2-1_6b,Stability AI,2024,StableLM-2,1644515328.0,2000000000000.0,1216.1637936402378,1.9734183936e+22,S1 without Marin (comparison only),3.407057598699582,4.987484095096945,40.30192173197956,8.29765261286867,Chinchilla,Llama 3,30.17632265101672,w>1
B:stabilityai/stablelm-base-alpha-7b,stablelm-base-alpha-7b,Stability AI,2023,StableLM-alpha,7869358080.0,800000000000.0,101.6601343930711,3.7772918784e+22,S1 without Marin (comparison only),0.8522419001383965,2.567322581562305,43.35375560085961,7.801473705417986,Chinchilla,Llama 3,2.344897990591971,w>1
B:HuggingFaceTB/SmolLM-135M,SmolLM-135M,Hugging Face,2024,SmolLM,134515008.0,600000000000.0,4460.468827389134,4.842540288e+20,S1 without Marin (comparison only),4.818576641390566,5.965548871641532,36.03290383191515,11.443939471801093,DeepSeek LLM law,Llama 3,123.78876951455679,w>1
B:HuggingFaceTB/SmolLM-360M,SmolLM-360M,Hugging Face,2024,SmolLM,361821120.0,600000000000.0,1658.2779910691781,1.302556032e+21,S1 without Marin (comparison only),4.000192627688389,5.052111066792886,30.366570855791938,10.606042876329724,Chinchilla,Llama 3,54.608668161584276,w>1
B:HuggingFaceTB/SmolLM-1.7B,SmolLM-1.7B,Hugging Face,2024,SmolLM,1711376384.0,1000000000000.0,584.3249967389991,1.0268258304e+22,S1 without Marin (comparison only),2.7462113266117356,4.19317780096995,37.496440283320034,8.822272839138806,Chinchilla,Llama 3,15.583479186927804,w>1
B:cerebras/btlm-3b-8k-base,btlm-3b-8k-base,Cerebras,2023,BTLM,3000000000.0,627000000000.0,209.0,1.1286e+22,S1 without Marin (comparison only),1.7077492628741249,3.1738675009901907,37.886126478250034,8.744865699729221,Chinchilla,Llama 3,5.516531232613193,w>1
B:h2oai/h2o-danube-1.8b-base,h2o-danube-1.8b-base,H2O.ai,2024,H2O-Danube1,1831201280.0,1000000000000.0,546.0896139172642,1.098720768e+22,S1 without Marin (comparison only),2.6711372366996144,4.131812152640527,37.774937500277254,8.766791918460763,Chinchilla,Llama 3,14.456400196909819,w>1
B:h2oai/h2o-danube3-500m-base,h2o-danube3-500m-base,H2O.ai,2024,H2O-Danube3,513590784.0,4000000000000.0,7788.301746473706,1.2326178816e+22,S1 without Marin (comparison only),5.316115411381979,6.8001510843594195,38.25455734358309,8.673106459411844,Chinchilla,Llama 3,203.59147477575334,w>1
B:h2oai/h2o-danube3-4b-base,h2o-danube3-4b-base,H2O.ai,2024,H2O-Danube3,3961839360.0,6000000000000.0,1514.4480769659474,1.4262621696e+23,S1 without Marin (comparison only),3.4013803266801776,5.396206407439978,50.47236805257026,6.866125260735758,Chinchilla,Llama 3,30.00548885260448,w>1
B:allenai/OLMo-1B-hf,OLMo-1B-hf,AI2,2024,OLMo-1,1176764416.0,3000000000000.0,2549.3632873412785,2.1181759488e+22,S1 without Marin (comparison only),4.139295856770694,5.734317864459129,40.62172650094533,8.242313353279304,Chinchilla,Llama 3,62.758614833418044,w>1
B:allenai/OLMo-7B-hf,OLMo-7B-hf,AI2,2024,OLMo-1,6888095744.0,2500000000000.0,362.94501309417336,1.0332143616e+23,S1 without Marin (comparison only),2.009969165812165,3.9365152562391224,48.63202078788599,7.083272989043733,Chinchilla,Llama 3,7.463087225538061,w>1
B:allenai/OLMo-7B-0424-hf,OLMo-7B-0424-hf,AI2,2024,OLMo-1.7,6888095744.0,2050000000000.0,297.6149107372222,8.47235776512e+22,S1 without Marin (comparison only),1.8343111903924352,3.7189395624697106,47.53609012238988,7.220042523131375,Chinchilla,Llama 3,6.260820146776085,w>1
B:TinyLlama/TinyLlama_v1.1,TinyLlama_v1.1,TinyLlama,2024,TinyLlama,1100000000.0,2000000000000.0,1818.1818181818182,1.32e+22,S1 without Marin (comparison only),3.8537903802782787,5.351778282200147,38.54405602709663,8.617663545576194,Chinchilla,Llama 3,47.17152281284639,w>1
B:Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,Alibaba,2024,Qwen2.5,494032768.0,18000000000000.0,36434.83016899802,5.3355538944e+22,S1 without Marin (comparison only),6.6946579589753785,8.481998027772212,45.08828740070721,7.5479985931288915,Chinchilla,Llama 3,808.077491282726,w>1
B:Qwen/Qwen2.5-1.5B,Qwen2.5-1.5B,Alibaba,2024,Qwen2.5,1543714304.0,18000000000000.0,11660.188645890788,1.66721144832e+23,S1 without Marin (comparison only),5.424477392218075,7.452439337562293,51.39075263489166,6.763201016331765,Chinchilla,Llama 3,226.8927394142526,w>1
B:Qwen/Qwen2.5-3B,Qwen2.5-3B,Alibaba,2024,Qwen2.5,3085938688.0,18000000000000.0,5832.9091468974775,3.33281378304e+23,S1 without Marin (comparison only),4.65147404622918,6.826985426499229,55.68980548040247,6.323581397169788,Chinchilla,Llama 3,104.73926235835225,w>1
B:Qwen/Qwen2.5-7B,Qwen2.5-7B,Alibaba,2024,Qwen2.5,7615616512.0,18000000000000.0,2363.564390569986,8.22486583296e+23,S1 without Marin (comparison only),3.6427131983519754,6.011672528224368,61.88098201500925,5.790702217817143,Chinchilla,Llama 3,38.19532776640006,w>1
B:Qwen/Qwen2.5-14B,Qwen2.5-14B,Alibaba,2024,Qwen2.5,14770033664.0,18000000000000.0,1218.6837491015756,1.595163635712e+24,S1 without Marin (comparison only),2.9026584657710055,5.414037162358662,66.87787502713078,5.427559029778518,Chinchilla,Llama 3,18.222524992117112,w>1
B:Qwen/Qwen2.5-32B,Qwen2.5-32B,Alibaba,2024,Qwen2.5,32763876352.0,18000000000000.0,549.3855429869253,3.538498646016e+24,S1 without Marin (comparison only),2.0122177395584373,4.695395337476698,73.44837067319065,5.019875445053801,Chinchilla,Llama 3,7.479887408686333,w>1
B:Qwen/Qwen2.5-72B,Qwen2.5-72B,Alibaba,2024,Qwen2.5,72706203648.0,18000000000000.0,247.57172148810363,7.852269993984e+24,S1 without Marin (comparison only),1.1210854537528032,3.9765813528872593,80.69001760709502,4.641877745628872,Chinchilla,Llama 3,3.068182766963913,w>1
B:Qwen/Qwen3-0.6B-Base,Qwen3-0.6B-Base,Alibaba,2025,Qwen3,596049920.0,36000000000000.0,60397.62575590984,1.2874678272e+23,S1 without Marin (comparison only),7.099089714740607,9.072208510267904,49.87976251793821,6.934414089643774,Chinchilla,Llama 3,1210.8643407070974,w>1
B:Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,Alibaba,2025,Qwen3,1720574976.0,36000000000000.0,20923.23816291514,3.71644194816e+23,S1 without Marin (comparison only),5.916139564557071,8.114926604428849,56.4003931681176,6.256926497310498,Chinchilla,Llama 3,370.9768139478639,w>1
B:Qwen/Qwen3-4B-Base,Qwen3-4B-Base,Alibaba,2025,Qwen3,4022468096.0,36000000000000.0,8949.729156534248,8.68853108736e+23,S1 without Marin (comparison only),4.967746634642327,7.3484808399261485,62.27947481759,5.759770954336983,Chinchilla,Llama 3,143.7027075572981,w>1
B:Qwen/Qwen3-8B-Base,Qwen3-8B-Base,Alibaba,2025,Qwen3,8190735360.0,36000000000000.0,4395.209760506778,1.76919883776e+24,S1 without Marin (comparison only),4.173240035180736,6.706918979520704,67.69623063387455,5.372812726224473,Chinchilla,Llama 3,64.92547250197202,w>1
B:Qwen/Qwen3-14B-Base,Qwen3-14B-Base,Alibaba,2025,Qwen3,14768307200.0,36000000000000.0,2437.6524345322396,3.1899543552e+24,S1 without Marin (comparison only),3.514421998375812,6.175212623261719,72.55673008312046,5.071203240046943,Chinchilla,Llama 3,33.59650347720581,w>1
B:allenai/OLMo-2-0425-1B,OLMo-2-0425-1B,AI2,2025,OLMo-2,1484916736.0,4050000000000.0,2727.4256541209866,3.60834766848e+22,S1 without Marin (comparison only),4.146898533219269,5.852435692508825,43.12983246496966,7.83560246520271,Chinchilla,Llama 3,63.237566627141895,w>1
B:allenai/OLMo-2-1124-7B,OLMo-2-1124-7B,AI2,2024,OLMo-2,7298617344.0,4050000000000.0,554.8996212727055,1.773564014592e+23,S1 without Marin (comparison only),2.3721773762725302,4.41327905581465,51.7595967058681,6.722823157277106,Chinchilla,Llama 3,10.720709908657293,w>1
B:allenai/OLMo-2-1124-13B,OLMo-2-1124-13B,AI2,2024,OLMo-2,13716198400.0,5150000000000.0,375.46846799766325,4.2383053056e+23,S1 without Marin (comparison only),1.8803933814144411,4.107273366958128,57.2702397603808,6.177422586923931,Chinchilla,Llama 3,6.556083396343838,w>1
B:allenai/OLMo-2-0325-32B,OLMo-2-0325-32B,AI2,2025,OLMo-2,32234279936.0,6150000000000.0,190.79067415839916,1.1894449296384e+24,S1 without Marin (comparison only),1.082747766121165,3.5309730150095837,64.61387132439368,5.585667071532855,Chinchilla,Llama 3,2.952781968449705,w>1
B:allenai/Olmo-3-1025-7B,Olmo-3-1025-7B,AI2,2025,Olmo-3,7298011136.0,6030000000000.0,826.2525073790187,2.6404204290048e+23,S1 without Marin (comparison only),2.7241680399161865,4.849986105326019,54.20279014954174,6.468306453142395,Chinchilla,Llama 3,15.24372647790723,w>1
B:allenai/Olmo-3-1125-32B,Olmo-3-1125-32B,AI2,2025,Olmo-3,32233522176.0,5600000000000.0,173.73217762002974,1.0830463451136e+24,S1 without Marin (comparison only),1.000071409866556,3.4281490549727938,63.90793259646677,5.637078018101075,Chinchilla,Llama 3,2.7184759475326032,w>1
B:HuggingFaceTB/SmolLM2-135M,SmolLM2-135M,Hugging Face,2024,SmolLM2,134515008.0,2000000000000.0,14868.229424630446,1.614180096e+21,S1 without Marin (comparison only),6.081062524006742,7.263560080255596,33.98500636399264,10.416820775038895,DeepSeek LLM law,Llama 3,437.49379551046496,w>1
B:HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,Hugging Face,2024,SmolLM2,361821120.0,4000000000000.0,11055.186607127853,8.68370688e+21,S1 without Marin (comparison only),5.704650311949316,7.117799387137987,36.818655552547,8.960764848469125,Chinchilla,Llama 3,300.26046419185695,w>1
B:HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,Hugging Face,2024,SmolLM2,1711376384.0,11000000000000.0,6427.574964128989,1.12950841344e+23,S1 without Marin (comparison only),4.873817614530706,6.819214559933968,49.13320050079789,7.022631758591518,Chinchilla,Llama 3,130.8193827923872,w>1
B:HuggingFaceTB/SmolLM3-3B-Base,SmolLM3-3B-Base,Hugging Face,2025,SmolLM3,3075098624.0,11200000000000.0,3642.1596083417194,2.066466275328e+23,S1 without Marin (comparison only),4.236026804116875,6.309635834721373,52.68365626119305,6.623979014467087,Chinchilla,Llama 3,69.13262796880986,w>1
B:tiiuae/Falcon3-7B-Base,Falcon3-7B-Base,TII,2024,Falcon3,7455550464.0,14000000000000.0,1877.7956191968176,6.26266238976e+23,S1 without Marin (comparison only),3.444512159043554,5.755000512375053,59.93985638064463,5.9468003136646495,Chinchilla,Llama 3,31.327996638363363,w>1
B:tiiuae/falcon-11B,falcon-11B,TII,2024,Falcon2,11102822400.0,5500000000000.0,495.3695377492483,3.663931392e+23,S1 without Marin (comparison only),2.174484507698242,4.370230548738138,56.30703693249106,6.265594500692013,Chinchilla,Llama 3,8.797648832830047,w>1
B:ibm-granite/granite-3.0-2b-base,granite-3.0-2b-base,IBM,2024,Granite-3.0,2533525504.0,12000000000000.0,4736.482810634458,1.82413836288e+23,S1 without Marin (comparison only),4.513187129748514,6.56026545281317,51.9282514723947,6.704538354074285,Chinchilla,Llama 3,91.21206041671543,w>1
B:ibm-granite/granite-3.0-8b-base,granite-3.0-8b-base,IBM,2024,Granite-3.0,8170835968.0,12000000000000.0,1468.6379762115425,5.88300189696e+23,S1 without Marin (comparison only),3.206054456737709,5.503138498913268,59.50356619050652,5.98318003205773,Chinchilla,Llama 3,24.681511886355747,w>1
B:swiss-ai/Apertus-8B-2509,Apertus-8B-2509,Swiss AI,2025,Apertus,8053338176.0,15000000000000.0,1862.5816614409612,7.2480043584e+23,S1 without Marin (comparison only),3.419297007614963,5.761122096076583,60.972429509435756,5.862620560694391,Chinchilla,Llama 3,30.547932506982,w>1
B:swiss-ai/Apertus-70B-2509,Apertus-70B-2509,Swiss AI,2025,Apertus,70599864480.0,15000000000000.0,212.46499707162045,6.3539878032e+24,S1 without Marin (comparison only),0.9931619478581668,3.802850295587973,78.6978083812854,4.739477793763671,Chinchilla,Llama 3,2.6997574829815125,w>1
B:marin-community/marin-8b-base,marin-8b-base,Marin,2025,Marin,8030261248.0,12700000000000.0,1581.5176627239912,6.119059070976e+23,S1 without Marin (comparison only),3.275508650148602,5.581024461704137,59.77763299889851,5.960269804807173,Chinchilla,Llama 3,26.456679252474466,w>1
B:m-a-p/neo_7b,neo_7b,M-A-P,2024,MAP-Neo,7793716224.0,4420000000000.0,567.1235483772215,2.0668935426048e+23,S1 without Marin (comparison only),2.376247946891487,4.4499009739580195,52.684918149748505,6.623846241011451,Chinchilla,Llama 3,10.76443825470627,w>1
B:stabilityai/stablelm-3b-4e1t,stablelm-3b-4e1t,Stability AI,2023,StableLM-3B-4E1T,2795443200.0,4000000000000.0,1430.9001163035614,6.70906368e+22,S1 without Marin (comparison only),3.4312932349083853,5.266755377607856,46.28258434544892,7.383912148528177,Chinchilla,Llama 3,30.916599332990042,w>1
B:meta-llama/Llama-2-7b-hf,Llama-2-7b-hf,Meta,2023,Llama-2,6738417664.0,2000000000000.0,296.80558548411165,8.0861011968e+22,S1 Marin alone (comparison only),0.8683910811838365,2.525705207609663,124.54738537926994,23.745003336693944,Marin,Marin,2.3830735954856337,w>1
B:meta-llama/Llama-2-13b-hf,Llama-2-13b-hf,Meta,2023,Llama-2,13015866880.0,2000000000000.0,153.6586090222828,1.5619040256e+23,S1 Marin alone (comparison only),0.03010073695422477,1.7867675518368915,149.10228994982785,25.737929637080693,Marin,Marin,1.0305583440334023,w>1
B:meta-llama/Llama-2-70b-hf,Llama-2-70b-hf,Meta,2023,Llama-2,68976653312.0,2000000000000.0,28.99531803831451,8.27719839744e+23,S1 Marin alone (comparison only),-2.0951415269941442,-0.08353217503509391,235.63309121624556,31.52139573786484,Marin,Marin,1.0,w<1
B:huggyllama/llama-7b,llama-7b,Meta,2023,Llama,6738417664.0,1000000000000.0,148.40279274205582,4.0430505984e+22,S1 Marin alone (comparison only),0.3640995692963722,1.9178946667340275,103.11352649927869,21.802736356072874,Marin,Marin,1.4392175088987373,w>1
B:huggyllama/llama-13b,llama-13b,Meta,2023,Llama,13015866880.0,1000000000000.0,76.8293045111414,7.809520128e+22,S1 Marin alone (comparison only),-0.47360171596036515,1.1784860462979605,123.36998549256577,23.643780283713536,Marin,Marin,1.0,not identified
B:huggyllama/llama-30b,llama-30b,Meta,2023,Llama,32528947456.0,1400000000000.0,43.03858899503889,2.732431586304e+23,S1 Marin alone (comparison only),-1.3957634584599203,0.4459467159034993,173.7922447603276,27.554074401899314,Marin,Marin,1.0,not identified
B:huggyllama/llama-65b,llama-65b,Meta,2023,Llama,65285665792.0,1400000000000.0,21.444217241505925,5.483995926528e+23,S1 Marin alone (comparison only),-2.283643505781073,-0.33532916959962966,210.41852474166936,29.98760669543514,Marin,Marin,1.0,w<1
B:meta-llama/Meta-Llama-3-70B,Meta-Llama-3-70B,Meta,2024,Llama-3 herd,70553706496.0,15000000000000.0,212.60399694026586,6.34983358464e+24,S1 Marin alone (comparison only),-0.6644014488536802,1.6629566005492054,413.15908597947276,40.304965125300704,Marin,Marin,1.0,not identified
B:meta-llama/Meta-Llama-3-8B,Meta-Llama-3-8B,Meta,2024,Llama-3 herd,8030261248.0,15000000000000.0,1867.9342473118006,7.2272351232e+23,S1 Marin alone (comparison only),2.107617754478965,4.098348673667628,227.00468684860712,31.007829744265152,Marin,Marin,8.22861533496687,w>1
B:meta-llama/Llama-3.1-405B,Llama-3.1-405B,Meta,2024,Llama-3 herd,405853388800.0,15600000000000.0,38.437525546170825,3.798787719168e+25,S1 Marin alone (comparison only),-2.869193431253506,-0.2622019641123967,677.3767662911927,49.96067391685184,Marin,Marin,1.0,w<1
B:Qwen/Qwen-72B,Qwen-72B,Alibaba,2023,Qwen,72287920128.0,3000000000000.0,41.50070986532617,1.301182562304e+24,S1 Marin alone (comparison only),-1.8610522374102034,0.22032839970984464,266.870299226758,33.29416420632234,Marin,Marin,1.0,not identified
B:Qwen/Qwen-14B,Qwen-14B,Alibaba,2023,Qwen,14167290880.0,3000000000000.0,211.75537549208562,2.5501123584e+23,S1 Marin alone (comparison only),0.2165057817734235,2.0476876105254673,170.5325073453743,27.323417235734077,Marin,Marin,1.241730264736118,w>1
B:Qwen/Qwen-7B,Qwen-7B,Alibaba,2023,Qwen,7721324544.0,2400000000000.0,310.8274993912754,1.111870734336e+23,S1 Marin alone (comparison only),0.8275627486107497,2.532828327135955,135.8668477319627,24.690283034604917,Marin,Marin,2.287736151827663,w>1
B:Qwen/Qwen2-72B,Qwen2-72B,Alibaba,2024,Qwen2,72706203648.0,7000000000000.0,96.27789168981808,3.053660553216e+24,S1 Marin alone (comparison only),-1.2545926702153487,0.9589072323979129,337.5897447024973,36.90442573901442,Marin,Marin,1.0,not identified
B:Qwen/Qwen2-7B,Qwen2-7B,Alibaba,2024,Qwen2,7615616512.0,7000000000000.0,919.1639296661056,3.19855893504e+23,S1 Marin alone (comparison only),1.6223998136562399,3.4881519711016487,181.4653399672417,28.087159473264983,Marin,Marin,5.065231353998697,w>1
B:Qwen/Qwen2-1.5B,Qwen2-1.5B,Alibaba,2024,Qwen2,1543714304.0,7000000000000.0,4534.517806735306,6.4836000768e+22,S1 Marin alone (comparison only),3.655040308553681,5.279235025212719,117.26469398077674,23.10938944941327,Marin,Marin,38.669079778425484,w>1
B:Qwen/Qwen2-0.5B,Qwen2-0.5B,Alibaba,2024,Qwen2,494032768.0,12000000000000.0,24289.886779332013,3.5570359296e+22,S1 Marin alone (comparison only),5.49679962001569,7.03161180724823,99.58541725460435,21.460275040196418,Marin,Marin,243.9100768863723,w>1
B:01-ai/Yi-6B,Yi-6B,01.AI,2023,Yi,6061035520.0,3000000000000.0,494.9649263893441,1.0909863936e+23,S1 Marin alone (comparison only),1.297994081156606,3.0003986504850575,135.16453621825235,24.633030702575045,Marin,Marin,3.6619437334517704,w>1
B:01-ai/Yi-34B,Yi-34B,01.AI,2023,Yi,34388917248.0,3000000000000.0,87.23740786501426,6.19000510464e+23,S1 Marin alone (comparison only),-0.913746901290402,1.0531657580572729,217.5394317487856,30.43117176734814,Marin,Marin,1.0,not identified
B:google/gemma-7b,gemma-7b,Google,2024,Gemma,8537680896.0,6000000000000.0,702.7669542921273,3.07356512256e+23,S1 Marin alone (comparison only),1.3648967376981451,3.224560800609096,179.49163361152043,27.95132304242327,Marin,Marin,3.9153187262931075,w>1
B:google/gemma-2b,gemma-2b,Google,2024,Gemma,2506172416.0,3000000000000.0,1197.044537258206,4.5111103488e+22,S1 Marin alone (comparison only),2.421981056742591,3.9920509786617835,106.23247526555778,22.099609387734255,Marin,Marin,11.268160082553461,w>1
B:google/gemma-2-27b,gemma-2-27b,Google,2024,Gemma-2,27227128320.0,13000000000000.0,477.464969761453,2.12371600896e+24,S1 Marin alone (comparison only),0.4467795064586877,2.6039530211895765,305.42715011549956,35.32312237472796,Marin,Marin,1.5632695704389608,w>1
B:tiiuae/falcon-180B,falcon-180B,TII,2023,Falcon,179522565120.0,3500000000000.0,19.49615636151623,3.76997386752e+24,S1 Marin alone (comparison only),-2.9097355597038246,-0.6635034451409139,357.79238792333103,37.853399148203586,Marin,Marin,1.0,w<1
B:tiiuae/falcon-40b,falcon-40b,TII,2023,Falcon,41835970560.0,1000000000000.0,23.902875602367764,2.5101582336e+23,S1 Marin alone (comparison only),-1.9605977173581772,-0.13182248846795375,169.79579126565378,27.270928870224,Marin,Marin,1.0,w<1
B:tiiuae/falcon-7b,falcon-7b,TII,2023,Falcon,7217189760.0,1500000000000.0,207.83712911547445,6.495470784e+22,S1 Marin alone (comparison only),0.5718222876109138,2.196290809033254,117.32319210380939,23.114587941782542,Marin,Marin,1.771492280329169,w>1
B:microsoft/phi-2,phi-2,Microsoft,2023,Phi-2,2779683840.0,1400000000000.0,503.65440121420426,2.3349344256e+22,S1 Marin alone (comparison only),1.735100655403131,3.207887768327889,88.83579499648897,20.36876403519892,Marin,Marin,5.6694984407367555,w>1
B:microsoft/phi-1_5,phi-1_5,Microsoft,2023,Phi-1.5,1418270720.0,150000000000.0,105.76260081009076,1.276443648e+21,S1 Marin alone (comparison only),0.9492036943506297,2.0194910802283297,40.93532053234897,14.037128953512584,Marin,Marin,2.583651463691662,w>1
B:mosaicml/mpt-30b,mpt-30b,MosaicML,2023,MPT,30000000000.0,1050000000000.0,35.0,1.89e+23,S1 Marin alone (comparison only),-1.5014891267726775,0.28411034379321354,157.09287457697616,26.343925515662875,Marin,Marin,1.0,not identified
B:mosaicml/mpt-7b,mpt-7b,MosaicML,2023,MPT,7000000000.0,1000000000000.0,142.85714285714286,4.2e+22,S1 Marin alone (comparison only),0.3156564183464834,1.8751058618079774,104.18714066515524,21.905533324306983,Marin,Marin,1.371159069584876,w>1
B:deepseek-ai/deepseek-llm-67b-base,deepseek-llm-67b-base,DeepSeek,2024,DeepSeek-LLM,67000000000.0,2000000000000.0,29.850746268656717,8.04e+23,S1 Marin alone (comparison only),-2.0580688617190335,-0.05093648065114609,233.75620233497645,31.410628434062723,Marin,Marin,1.0,w<1
B:deepseek-ai/deepseek-llm-7b-base,deepseek-llm-7b-base,DeepSeek,2024,DeepSeek-LLM,7000000000.0,2000000000000.0,285.7142857142857,8.4e+22,S1 Marin alone (comparison only),0.8199102185147318,2.4829467284751963,125.84891396835718,23.856234362237306,Marin,Marin,2.270295997835343,w>1
B:stabilityai/stablelm-base-alpha-3b,stablelm-base-alpha-3b,Stability AI,2023,StableLM-alpha,3638525952.0,800000000000.0,219.8692576482137,1.74649245696e+22,S1 Marin alone (comparison only),0.98483801479468,2.415204231070014,82.12110693031548,19.64511791354009,Marin,Marin,2.6773781536430765,w>1
B:stabilityai/stablelm-base-alpha-7b-v2,stablelm-base-alpha-7b-v2,Stability AI,2023,StableLM-alpha-v2,6889414656.0,1100000000000.0,159.66523353939925,4.54701367296e+22,S1 Marin alone (comparison only),0.40529225931044177,1.9765412675673688,106.46188924555183,22.121236293390325,Marin,Marin,1.4997407492096553,w>1
B:stabilityai/stablelm-2-1_6b,stablelm-2-1_6b,Stability AI,2024,StableLM-2,1644515328.0,2000000000000.0,1216.1637936402378,1.9734183936e+22,S1 Marin alone (comparison only),2.6622190936172307,4.1103922832523665,84.87992906151847,19.94671501588697,Marin,Marin,14.328049128773403,w>1
B:stabilityai/stablelm-base-alpha-7b,stablelm-base-alpha-7b,Stability AI,2023,StableLM-alpha,7869358080.0,800000000000.0,101.6601343930711,3.7772918784e+22,S1 Marin alone (comparison only),0.004290905885476093,1.5480020347175127,101.2248548636919,21.620311050800247,Marin,Marin,1.0043001250035413,w>1
B:HuggingFaceTB/SmolLM-135M,SmolLM-135M,Hugging Face,2024,SmolLM,134515008.0,600000000000.0,4460.468827389134,4.842540288e+20,S1 Marin alone (comparison only),4.939246964830367,5.89476867211831,31.93690357096717,12.283298395317171,Marin,Marin,139.6650372656667,w>1
B:HuggingFaceTB/SmolLM-360M,SmolLM-360M,Hugging Face,2024,SmolLM,361821120.0,600000000000.0,1658.2779910691781,1.302556032e+21,S1 Marin alone (comparison only),3.696276034991985,4.769116549847995,41.15144134650275,14.075257072009485,Marin,Marin,40.296960126042016,w>1
