set,series,tau,share
S1,training compute (models),8.04169377698258,0.07960723079159537
S1,training compute (models),8.071901512215177,0.07960723079159537
S1,training compute (models),8.102222719471607,0.07960723079159537
S1,training compute (models),8.132657824996995,0.07960723079159537
S1,training compute (models),8.163207256637632,0.07960723079159537
S1,training compute (models),8.19387144384694,0.07960723079159537
S1,training compute (models),8.22465081769156,0.07187734674119799
S1,training compute (models),8.255545810857367,0.06427728297132787
S1,training compute (models),8.28655685765559,0.06427728297132787
S1,training compute (models),8.317684394028886,0.06427728297132787
S1,training compute (models),8.348928857557492,0.06427728297132787
S1,training compute (models),8.380290687465362,0.06427728297132787
S1,training compute (models),8.41177032462635,0.06427728297132787
S1,training compute (models),8.443368211570395,0.06427728297132787
S1,training compute (models),8.475084792489767,0.06427728297132787
S1,training compute (models),8.506920513245278,0.06427728297132787
S1,training compute (models),8.538875821372581,0.06427728297132787
S1,training compute (models),8.570951166088435,0.06427728297132787
S1,training compute (models),8.603146998297046,0.06427728297132787
S1,training compute (models),8.635463770596377,0.057691550983924526
S1,training compute (models),8.667901937284533,0.057691550983924526
S1,training compute (models),8.700461954366144,0.057691550983924526
S1,training compute (models),8.73314427955876,0.057691550983924526
S1,training compute (models),8.76594937229931,0.057691550983924526
S1,training compute (models),8.798877693750532,0.057691550983924526
S1,training compute (models),8.831929706807486,0.057691550983924526
S1,training compute (models),8.865105876104032,0.057691550983924526
S1,training compute (models),8.89840666801939,0.057691550983924526
S1,training compute (models),8.931832550684668,0.057691550983924526
S1,training compute (models),8.96538399398947,0.057691550983924526
S1,training compute (models),8.999061469588474,0.057691550983924526
S1,training compute (models),9.032865450908096,0.057691550983924526
S1,training compute (models),9.066796413153103,0.057691550983924526
S1,training compute (models),9.100854833313338,0.057691550983924526
S1,training compute (models),9.135041190170387,0.057691550983924526
S1,training compute (models),9.16935596430434,0.057691550983924526
S1,training compute (models),9.203799638100518,0.057691550983924526
S1,training compute (models),9.238372695756286,0.057691550983924526
S1,training compute (models),9.27307562328783,0.057691550983924526
S1,training compute (models),9.307908908537003,0.057691550983924526
S1,training compute (models),9.342873041178194,0.057691550983924526
S1,training compute (models),9.377968512725182,0.057691550983924526
S1,training compute (models),9.413195816538083,0.057691550983924526
S1,training compute (models),9.448555447830245,0.057691550983924526
S1,training compute (models),9.484047903675249,0.057691550983924526
S1,training compute (models),9.519673683013865,0.057691550983924526
S1,training compute (models),9.555433286661088,0.057691550983924526
S1,training compute (models),9.59132721731316,0.057691550983924526
S1,training compute (models),9.627355979554657,0.057691550983924526
S1,training compute (models),9.66352007986556,0.057691550983924526
S1,training compute (models),9.699820026628396,0.057691550983924526
S1,training compute (models),9.736256330135364,0.057691550983924526
S1,training compute (models),9.772829502595535,0.057691550983924526
S1,training compute (models),9.809540058142018,0.057691550983924526
S1,training compute (models),9.846388512839225,0.057691550983924526
S1,training compute (models),9.883375384690087,0.057691550983924526
S1,training compute (models),9.920501193643378,0.057691550983924526
S1,training compute (models),9.957766461600981,0.057691550983924526
S1,training compute (models),9.995171712425266,0.057691550983924526
S1,training compute (models),10.0,0.057691550983924526
S1,training compute (models),10.032717471946416,0.057691550983924526
S1,training compute (models),10.070404267969845,0.04904239210593792
S1,training compute (models),10.108232630283615,0.04904239210593792
S1,training compute (models),10.146203090665866,0.04904239210593792
S1,training compute (models),10.184316182892319,0.04904239210593792
S1,training compute (models),10.222572442743749,0.04904239210593792
S1,training compute (models),10.260972408013547,0.04904239210593792
S1,training compute (models),10.299516618515252,0.04904239210593792
S1,training compute (models),10.338205616090166,0.04904239210593792
S1,training compute (models),10.377039944614944,0.04904239210593792
S1,training compute (models),10.41602015000927,0.04754255388886968
S1,training compute (models),10.455146780243497,0.04754255388886968
S1,training compute (models),10.494420385346386,0.04754255388886968
S1,training compute (models),10.533841517412805,0.04754255388886968
S1,training compute (models),10.573410730611517,0.04754255388886968
S1,training compute (models),10.613128581192948,0.04754255388886968
S1,training compute (models),10.652995627497033,0.04754255388886968
S1,training compute (models),10.693012429961026,0.04754255388886968
S1,training compute (models),10.733179551127431,0.04754255388886968
S1,training compute (models),10.77349755565185,0.04754255388886968
S1,training compute (models),10.813967010310982,0.04754255388886968
S1,training compute (models),10.854588484010534,0.04754255388886968
S1,training compute (models),10.895362547793255,0.04754255388886968
S1,training compute (models),10.93628977484696,0.04754255388886968
S1,training compute (models),10.977370740512567,0.04754255388886968
S1,training compute (models),11.018606022292213,0.04754255388886968
S1,training compute (models),11.059996199857343,0.04754255388886968
S1,training compute (models),11.10154185505689,0.04754255388886968
S1,training compute (models),11.14324357192542,0.04754255388886968
S1,training compute (models),11.185101936691384,0.04754255388886968
S1,training compute (models),11.227117537785308,0.04754255388886968
S1,training compute (models),11.269290965848116,0.047068171559536784
S1,training compute (models),11.311622813739392,0.047068171559536784
S1,training compute (models),11.354113676545747,0.047068171559536784
S1,training compute (models),11.396764151589153,0.047068171559536784
S1,training compute (models),11.439574838435375,0.047068171559536784
S1,training compute (models),11.482546338902356,0.047068171559536784
S1,training compute (models),11.525679257068731,0.047068171559536784
S1,training compute (models),11.568974199282263,0.047068171559536784
S1,training compute (models),11.612431774168414,0.047068171559536784
S1,training compute (models),11.656052592638861,0.047068171559536784
S1,training compute (models),11.699837267900124,0.047068171559536784
S1,training compute (models),11.743786415462152,0.047068171559536784
S1,training compute (models),11.787900653146986,0.047068171559536784
S1,training compute (models),11.832180601097463,0.047068171559536784
S1,training compute (models),11.876626881785901,0.047068171559536784
S1,training compute (models),11.921240120022883,0.047068171559536784
S1,training compute (models),11.966020942966006,0.047068171559536784
S1,training compute (models),12.010969980128735,0.047068171559536784
S1,training compute (models),12.056087863389212,0.047068171559536784
S1,training compute (models),12.101375226999181,0.046362655398308826
S1,training compute (models),12.146832707592862,0.046362655398308826
S1,training compute (models),12.19246094419594,0.046362655398308826
S1,training compute (models),12.238260578234511,0.046362655398308826
S1,training compute (models),12.284232253544138,0.046362655398308826
S1,training compute (models),12.330376616378858,0.046362655398308826
S1,training compute (models),12.376694315420314,0.046362655398308826
S1,training compute (models),12.423186001786826,0.046362655398308826
S1,training compute (models),12.469852329042594,0.046362655398308826
S1,training compute (models),12.51669395320683,0.046362655398308826
S1,training compute (models),12.563711532763044,0.046362655398308826
S1,training compute (models),12.610905728668236,0.046362655398308826
S1,training compute (models),12.658277204362228,0.046362655398308826
S1,training compute (models),12.705826625776993,0.046362655398308826
S1,training compute (models),12.753554661345985,0.046362655398308826
S1,training compute (models),12.801461982013572,0.046362655398308826
S1,training compute (models),12.849549261244432,0.046362655398308826
S1,training compute (models),12.89781717503306,0.046362655398308826
S1,training compute (models),12.946266401913226,0.046362655398308826
S1,training compute (models),12.99489762296756,0.046362655398308826
S1,training compute (models),13.043711521837086,0.046362655398308826
S1,training compute (models),13.092708784730865,0.046362655398308826
S1,training compute (models),13.141890100435608,0.046362655398308826
S1,training compute (models),13.191256160325402,0.046362655398308826
S1,training compute (models),13.240807658371377,0.046362655398308826
S1,training compute (models),13.290545291151515,0.046362655398308826
S1,training compute (models),13.340469757860392,0.046362655398308826
S1,training compute (models),13.390581760319055,0.046362655398308826
S1,training compute (models),13.440882002984841,0.046362655398308826
S1,training compute (models),13.491371192961328,0.046362655398308826
S1,training compute (models),13.542050040008222,0.046362655398308826
S1,training compute (models),13.592919256551394,0.046362655398308826
S1,training compute (models),13.643979557692841,0.046362655398308826
S1,training compute (models),13.695231661220763,0.046362655398308826
S1,training compute (models),13.746676287619671,0.046362655398308826
S1,training compute (models),13.798314160080473,0.046362655398308826
S1,training compute (models),13.850146004510684,0.046362655398308826
S1,training compute (models),13.902172549544591,0.046362655398308826
S1,training compute (models),13.954394526553537,0.046362655398308826
S1,training compute (models),14.00681266965616,0.046362655398308826
S1,training compute (models),14.059427715728752,0.046362655398308826
S1,training compute (models),14.11224040441558,0.046362655398308826
S1,training compute (models),14.165251478139325,0.046362655398308826
S1,training compute (models),14.218461682111473,0.046362655398308826
S1,training compute (models),14.271871764342839,0.046362655398308826
S1,training compute (models),14.325482475654034,0.046362655398308826
S1,training compute (models),14.37929456968607,0.04615513336006975
S1,training compute (models),14.4333088029109,0.04615513336006975
S1,training compute (models),14.48752593464211,0.04615513336006975
S1,training compute (models),14.54194672704553,0.04615513336006975
S1,training compute (models),14.59657194515002,0.04615513336006975
S1,training compute (models),14.651402356858148,0.04615513336006975
S1,training compute (models),14.706438732957059,0.04615513336006975
S1,training compute (models),14.761681847129248,0.04615513336006975
S1,training compute (models),14.817132475963469,0.04615513336006975
S1,training compute (models),14.87279139896566,0.04615513336006975
S1,training compute (models),14.928659398569867,0.04615513336006975
S1,training compute (models),14.984737260149283,0.04615513336006975
S1,training compute (models),15.041025772027245,0.04615513336006975
S1,training compute (models),15.09752572548837,0.04615513336006975
S1,training compute (models),15.154237914789615,0.027550475064958696
S1,training compute (models),15.211163137171507,0.027550475064958696
S1,training compute (models),15.26830219286929,0.027550475064958696
S1,training compute (models),15.325655885124233,0.027550475064958696
S1,training compute (models),15.383225020194859,0.027550475064958696
S1,training compute (models),15.441010407368347,0.027550475064958696
S1,training compute (models),15.499012858971843,0.027550475064958696
S1,training compute (models),15.557233190383938,0.027550475064958696
S1,training compute (models),15.615672220046074,0.027550475064958696
S1,training compute (models),15.674330769474107,0.027550475064958696
S1,training compute (models),15.733209663269797,0.027550475064958696
S1,training compute (models),15.792309729132462,0.027550475064958696
S1,training compute (models),15.85163179787055,0.027550475064958696
S1,training compute (models),15.911176703413375,0.027550475064958696
S1,training compute (models),15.970945282822798,0.027550475064958696
S1,training compute (models),16.030938376305006,0.027550475064958696
S1,training compute (models),16.091156827222353,0.027550475064958696
S1,training compute (models),16.15160148210516,0.027550475064958696
S1,training compute (models),16.21227319066368,0.027550475064958696
S1,training compute (models),16.273172805799966,0.027550475064958696
S1,training compute (models),16.334301183619946,0.027550475064958696
S1,training compute (models),16.395659183445378,0.027550475064958696
S1,training compute (models),16.457247667826007,0.027550475064958696
S1,training compute (models),16.51906750255161,0.027550475064958696
S1,training compute (models),16.58111955666424,0.027550475064958696
S1,training compute (models),16.64340470247039,0.027550475064958696
S1,training compute (models),16.705923815553295,0.027550475064958696
S1,training compute (models),16.768677774785193,0.027550475064958696
S1,training compute (models),16.831667462339745,0.027550475064958696
S1,training compute (models),16.894893763704363,0.027550475064958696
S1,training compute (models),16.958357567692733,0.027550475064958696
S1,training compute (models),17.022059766457232,0.027550475064958696
S1,training compute (models),17.086001255501543,0.027550475064958696
S1,training compute (models),17.15018293369319,0.027550475064958696
S1,training compute (models),17.214605703276195,0.027550475064958696
S1,training compute (models),17.279270469883773,0.027550475064958696
S1,training compute (models),17.34417814255103,0.027550475064958696
S1,training compute (models),17.409329633727786,0.027550475064958696
S1,training compute (models),17.47472585929135,0.027550475064958696
S1,training compute (models),17.540367738559453,0.027550475064958696
S1,training compute (models),17.606256194303114,0.027550475064958696
S1,training compute (models),17.67239215275967,0.027550475064958696
S1,training compute (models),17.738776543645727,0.027550475064958696
S1,training compute (models),17.805410300170312,0.027550475064958696
S1,training compute (models),17.87229435904791,0.027550475064958696
S1,training compute (models),17.939429660511703,0.027550475064958696
S1,training compute (models),18.006817148326725,0.027550475064958696
S1,training compute (models),18.07445776980319,0.027550475064958696
S1,training compute (models),18.142352475809744,0.027550475064958696
S1,training compute (models),18.210502220786903,0.027550475064958696
S1,training compute (models),18.278907962760403,0.027550475064958696
S1,training compute (models),18.347570663354723,0.027550475064958696
S1,training compute (models),18.416491287806547,0.027550475064958696
S1,training compute (models),18.4856708049784,0.027550475064958696
S1,training compute (models),18.55511018737221,0.027550475064958696
S1,training compute (models),18.624810411142995,0.027550475064958696
S1,training compute (models),18.69477245611262,0.027550475064958696
S1,training compute (models),18.764997305783506,0.027550475064958696
S1,training compute (models),18.83548594735253,0.027550475064958696
S1,training compute (models),18.906239371724833,0.027550475064958696
S1,training compute (models),18.977258573527806,0.027550475064958696
S1,training compute (models),19.048544551125023,0.027550475064958696
S1,training compute (models),19.120098306630336,0.027550475064958696
S1,training compute (models),19.19192084592188,0.027550475064958696
S1,training compute (models),19.264013178656313,0.027550475064958696
S1,training compute (models),19.336376318282912,0.027550475064958696
S1,training compute (models),19.409011282057893,0.027550475064958696
S1,training compute (models),19.48191909105866,0.027550475064958696
S1,training compute (models),19.55510077019821,0.027550475064958696
S1,training compute (models),19.62855734823948,0.027550475064958696
S1,training compute (models),19.702289857809873,0.027550475064958696
S1,training compute (models),19.776299335415715,0.027550475064958696
S1,training compute (models),19.850586821456876,0.027550475064958696
S1,training compute (models),19.925153360241353,0.027550475064958696
S1,training compute (models),19.999999999999996,0.027550475064958696
S1,decisions (49),1.0,0.6938775510204082
S1,decisions (49),1.0037563896450599,0.6938775510204082
S1,decisions (49),1.0075268897532852,0.673469387755102
S1,decisions (49),1.0113115533290737,0.673469387755102
S1,decisions (49),1.0151104335759285,0.673469387755102
S1,decisions (49),1.0189235838972053,0.673469387755102
S1,decisions (49),1.022751057896864,0.673469387755102
S1,decisions (49),1.0265929093802217,0.673469387755102
S1,decisions (49),1.0304491923547094,0.673469387755102
S1,decisions (49),1.0343199610306308,0.673469387755102
S1,decisions (49),1.038205269821925,0.673469387755102
S1,decisions (49),1.0421051733469306,0.673469387755102
S1,decisions (49),1.0460197264291544,0.673469387755102
S1,decisions (49),1.0499489840980412,0.673469387755102
S1,decisions (49),1.053893001589748,0.673469387755102
S1,decisions (49),1.0578518343479208,0.673469387755102
S1,decisions (49),1.061825538024473,0.673469387755102
S1,decisions (49),1.0658141684803681,0.673469387755102
S1,decisions (49),1.0698177817864059,0.673469387755102
S1,decisions (49),1.0738364342240092,0.673469387755102
S1,decisions (49),1.0778701822860162,0.673469387755102
S1,decisions (49),1.081919082677474,0.673469387755102
S1,decisions (49),1.0859831923164365,0.673469387755102
S1,decisions (49),1.090062568334763,0.673469387755102
S1,decisions (49),1.0941572680789229,0.673469387755102
S1,decisions (49),1.0982673491108015,0.673469387755102
S1,decisions (49),1.1023928692085085,0.673469387755102
S1,decisions (49),1.1065338863671912,0.673469387755102
S1,decisions (49),1.1106904587998487,0.673469387755102
S1,decisions (49),1.1148626449381513,0.673469387755102
S1,decisions (49),1.119050503433261,0.673469387755102
S1,decisions (49),1.1232540931566566,0.673469387755102
S1,decisions (49),1.1274734732009615,0.673469387755102
S1,decisions (49),1.131708702880773,0.673469387755102
S1,decisions (49),1.1359598417334986,0.673469387755102
S1,decisions (49),1.14022694952019,0.673469387755102
S1,decisions (49),1.144510086226386,0.673469387755102
S1,decisions (49),1.1488093120629532,0.673469387755102
S1,decisions (49),1.1531246874669348,0.673469387755102
S1,decisions (49),1.1574562731023983,0.673469387755102
S1,decisions (49),1.1618041298612898,0.673469387755102
S1,decisions (49),1.1661683188642884,0.673469387755102
S1,decisions (49),1.170548901461667,0.673469387755102
S1,decisions (49),1.174945939234154,0.673469387755102
S1,decisions (49),1.1793594939937981,0.673469387755102
S1,decisions (49),1.1837896277848394,0.673469387755102
S1,decisions (49),1.1882364028845795,0.673469387755102
S1,decisions (49),1.1926998818042585,0.673469387755102
S1,decisions (49),1.197180127289932,0.673469387755102
S1,decisions (49),1.2016772023233553,0.673469387755102
S1,decisions (49),1.2061911701228671,0.673469387755102
S1,decisions (49),1.2107220941442793,0.673469387755102
S1,decisions (49),1.215270038081768,0.673469387755102
S1,decisions (49),1.2198350658687698,0.673469387755102
S1,decisions (49),1.22441724167888,0.673469387755102
S1,decisions (49),1.2290166299267555,0.673469387755102
S1,decisions (49),1.2336332952690185,0.673469387755102
S1,decisions (49),1.2382673026051683,0.673469387755102
S1,decisions (49),1.2429187170784903,0.673469387755102
S1,decisions (49),1.247587604076975,0.673469387755102
S1,decisions (49),1.252274029234235,0.673469387755102
S1,decisions (49),1.2569780584304278,0.673469387755102
S1,decisions (49),1.2616997577931832,0.673469387755102
S1,decisions (49),1.266439193698532,0.673469387755102
S1,decisions (49),1.271196432771839,0.673469387755102
S1,decisions (49),1.27597154188874,0.673469387755102
S1,decisions (49),1.280764588176082,0.673469387755102
S1,decisions (49),1.2855756390128659,0.673469387755102
S1,decisions (49),1.2904047620311951,0.673469387755102
S1,decisions (49),1.2952520251172248,0.673469387755102
S1,decisions (49),1.3,0.673469387755102
S1,decisions (49),1.300117496412118,0.673469387755102
S1,decisions (49),1.3050012443130017,0.673469387755102
S1,decisions (49),1.3099033374739293,0.673469387755102
S1,decisions (49),1.3148238448068454,0.673469387755102
S1,decisions (49),1.3197628354825557,0.673469387755102
S1,decisions (49),1.3247203789316973,0.673469387755102
S1,decisions (49),1.3296965448457159,0.673469387755102
S1,decisions (49),1.3346914031778463,0.673469387755102
S1,decisions (49),1.3397050241440938,0.673469387755102
S1,decisions (49),1.3447374782242234,0.673469387755102
S1,decisions (49),1.3497888361627488,0.673469387755102
S1,decisions (49),1.3548591689699279,0.673469387755102
S1,decisions (49),1.3599485479227609,0.673469387755102
S1,decisions (49),1.365057044565992,0.673469387755102
S1,decisions (49),1.3701847307131156,0.673469387755102
S1,decisions (49),1.3753316784473855,0.673469387755102
S1,decisions (49),1.380497960122828,0.673469387755102
S1,decisions (49),1.3856836483652597,0.673469387755102
S1,decisions (49),1.3908888160733075,0.673469387755102
S1,decisions (49),1.3961135364194348,0.673469387755102
S1,decisions (49),1.4013578828509687,0.673469387755102
S1,decisions (49),1.406621929091133,0.673469387755102
S1,decisions (49),1.411905749140085,0.673469387755102
S1,decisions (49),1.4172094172759553,0.673469387755102
S1,decisions (49),1.422533008055892,0.673469387755102
S1,decisions (49),1.427876596317109,0.673469387755102
S1,decisions (49),1.4332402571779377,0.673469387755102
S1,decisions (49),1.4386240660388838,0.673469387755102
S1,decisions (49),1.4440280985836862,0.673469387755102
S1,decisions (49),1.4494524307803813,0.673469387755102
S1,decisions (49),1.4548971388823717,0.673469387755102
S1,decisions (49),1.4603622994294965,0.673469387755102
S1,decisions (49),1.4658479892491092,0.673469387755102
S1,decisions (49),1.4713542854571564,0.673469387755102
S1,decisions (49),1.476881265459262,0.673469387755102
S1,decisions (49),1.482429006951816,0.673469387755102
S1,decisions (49),1.4879975879230662,0.673469387755102
S1,decisions (49),1.4935870866542142,0.673469387755102
S1,decisions (49),1.4991975817205172,0.673469387755102
S1,decisions (49),1.5048291519923909,0.6530612244897959
S1,decisions (49),1.5104818766365193,0.6530612244897959
S1,decisions (49),1.5161558351169673,0.6530612244897959
S1,decisions (49),1.5218511071962977,0.6530612244897959
S1,decisions (49),1.5275677729366928,0.6530612244897959
S1,decisions (49),1.533305912701079,0.6530612244897959
S1,decisions (49),1.5390656071542586,0.6530612244897959
S1,decisions (49),1.5448469372640405,0.6530612244897959
S1,decisions (49),1.5506499843023815,0.6530612244897959
S1,decisions (49),1.5564748298465272,0.6530612244897959
S1,decisions (49),1.5623215557801589,0.6530612244897959
S1,decisions (49),1.5681902442945452,0.6326530612244898
S1,decisions (49),1.5740809778896971,0.6326530612244898
S1,decisions (49),1.5799938393755277,0.6326530612244898
S1,decisions (49),1.5859289118730162,0.6326530612244898
S1,decisions (49),1.591886278815377,0.6326530612244898
S1,decisions (49),1.597866023949232,0.6326530612244898
S1,decisions (49),1.6038682313357877,0.6326530612244898
S1,decisions (49),1.6098929853520179,0.6326530612244898
S1,decisions (49),1.6159403706918487,0.6326530612244898
S1,decisions (49),1.6220104723673496,0.6326530612244898
S1,decisions (49),1.6281033757099288,0.6326530612244898
S1,decisions (49),1.6342191663715326,0.6326530612244898
S1,decisions (49),1.640357930325849,0.6326530612244898
S1,decisions (49),1.6465197538695169,0.6326530612244898
S1,decisions (49),1.6527047236233388,0.6326530612244898
S1,decisions (49),1.6589129265334988,0.6326530612244898
S1,decisions (49),1.6651444498727852,0.6326530612244898
S1,decisions (49),1.671399381241816,0.6326530612244898
S1,decisions (49),1.6776778085702722,0.6326530612244898
S1,decisions (49),1.6839798201181324,0.6326530612244898
S1,decisions (49),1.690305504476914,0.6326530612244898
S1,decisions (49),1.6966549505709185,0.6326530612244898
S1,decisions (49),1.7030282476584826,0.6326530612244898
S1,decisions (49),1.7094254853332314,0.6326530612244898
S1,decisions (49),1.7158467535253383,0.6326530612244898
S1,decisions (49),1.7222921425027904,0.6326530612244898
S1,decisions (49),1.7287617428726558,0.6326530612244898
S1,decisions (49),1.7352556455823582,0.6326530612244898
S1,decisions (49),1.7417739419209555,0.6326530612244898
S1,decisions (49),1.7483167235204224,0.6326530612244898
S1,decisions (49),1.7548840823569396,0.6326530612244898
S1,decisions (49),1.7614761107521855,0.6326530612244898
S1,decisions (49),1.7680929013746352,0.6326530612244898
S1,decisions (49),1.7747345472408627,0.6122448979591837
S1,decisions (49),1.781401141716848,0.6122448979591837
S1,decisions (49),1.788092778519291,0.6122448979591837
S1,decisions (49),1.7948095517169271,0.6122448979591837
S1,decisions (49),1.8015515557318509,0.6122448979591837
S1,decisions (49),1.8083188853408434,0.6122448979591837
S1,decisions (49),1.815111635676704,0.6122448979591837
S1,decisions (49),1.8219299022295876,0.6122448979591837
S1,decisions (49),1.8287737808483477,0.6122448979591837
S1,decisions (49),1.8356433677418833,0.6122448979591837
S1,decisions (49),1.84,0.6122448979591837
S1,decisions (49),1.8425387594804918,0.6122448979591837
S1,decisions (49),1.8494600529972256,0.6122448979591837
S1,decisions (49),1.8564073455892562,0.6122448979591837
S1,decisions (49),1.8633807349192406,0.6122448979591837
S1,decisions (49),1.8703803190166952,0.6122448979591837
S1,decisions (49),1.877406196279373,0.6122448979591837
S1,decisions (49),1.8844584654746483,0.6122448979591837
S1,decisions (49),1.8915372257409027,0.6122448979591837
S1,decisions (49),1.898642576588921,0.6122448979591837
S1,decisions (49),1.9057746179032893,0.6122448979591837
S1,decisions (49),1.9129334499437989,0.6122448979591837
S1,decisions (49),1.9201191733468563,0.5918367346938775
S1,decisions (49),1.9273318891268973,0.5918367346938775
S1,decisions (49),1.9345716986778072,0.5918367346938775
S1,decisions (49),1.9418387037743463,0.5918367346938775
S1,decisions (49),1.9491330065735806,0.5918367346938775
S1,decisions (49),1.9564547096163178,0.5918367346938775
S1,decisions (49),1.9638039158285494,0.5918367346938775
S1,decisions (49),1.9711807285228957,0.5918367346938775
S1,decisions (49),1.9785852514000606,0.5918367346938775
S1,decisions (49),1.9860175885502878,0.5918367346938775
S1,decisions (49),1.9934778444548247,0.5918367346938775
S1,decisions (49),2.000966123987391,0.5918367346938775
S1,decisions (49),2.0084825324156528,0.5918367346938775
S1,decisions (49),2.0160271754027024,0.5918367346938775
S1,decisions (49),2.023600159008544,0.5918367346938775
S1,decisions (49),2.031201589691585,0.5918367346938775
S1,decisions (49),2.038831574310132,0.5918367346938775
S1,decisions (49),2.0464902201238915,0.5918367346938775
S1,decisions (49),2.054177634795481,0.5918367346938775
S1,decisions (49),2.0618939263919405,0.5918367346938775
S1,decisions (49),2.069639203386251,0.5918367346938775
S1,decisions (49),2.077413574658861,0.5918367346938775
S1,decisions (49),2.085217149499216,0.5918367346938775
S1,decisions (49),2.0930500376072962,0.5918367346938775
S1,decisions (49),2.100912349095156,0.5918367346938775
S1,decisions (49),2.1088041944884757,0.5918367346938775
S1,decisions (49),2.116725684728111,0.5918367346938775
S1,decisions (49),2.124676931171656,0.5918367346938775
S1,decisions (49),2.1326580455950066,0.5918367346938775
S1,decisions (49),2.140669140193933,0.5918367346938775
S1,decisions (49),2.1487103275856567,0.5918367346938775
S1,decisions (49),2.1567817208104323,0.5918367346938775
S1,decisions (49),2.164883433333139,0.5918367346938775
S1,decisions (49),2.1730155790448733,0.5918367346938775
S1,decisions (49),2.181178272264551,0.5918367346938775
S1,decisions (49),2.189371627740515,0.5918367346938775
S1,decisions (49),2.1975957606521477,0.5918367346938775
S1,decisions (49),2.2058507866114887,0.5918367346938775
S1,decisions (49),2.214136821664863,0.5918367346938775
S1,decisions (49),2.2224539822945104,0.5918367346938775
S1,decisions (49),2.2308023854202235,0.5918367346938775
S1,decisions (49),2.239182148400991,0.5918367346938775
S1,decisions (49),2.247593389036647,0.5918367346938775
S1,decisions (49),2.256036225569529,0.5918367346938775
S1,decisions (49),2.2645107766861385,0.5918367346938775
S1,decisions (49),2.273017161518809,0.5918367346938775
S1,decisions (49),2.2815554996473812,0.5918367346938775
S1,decisions (49),2.290125911100886,0.5714285714285714
S1,decisions (49),2.298728516359229,0.5714285714285714
S1,decisions (49),2.3073634363548843,0.5714285714285714
S1,decisions (49),2.316030792474597,0.5714285714285714
S1,decisions (49),2.3247307065610885,0.5714285714285714
S1,decisions (49),2.3334633009147674,0.5714285714285714
S1,decisions (49),2.3422286982954503,0.5714285714285714
S1,decisions (49),2.3510270219240894,0.5714285714285714
S1,decisions (49),2.3598583954845007,0.5510204081632653
S1,decisions (49),2.3687229431251065,0.5510204081632653
S1,decisions (49),2.3776207894606776,0.5510204081632653
S1,decisions (49),2.3865520595740866,0.5510204081632653
S1,decisions (49),2.3955168790180665,0.5510204081632653
S1,decisions (49),2.404515373816976,0.5510204081632653
S1,decisions (49),2.4135476704685694,0.5510204081632653
S1,decisions (49),2.422613895945776,0.5510204081632653
S1,decisions (49),2.4317141776984843,0.5510204081632653
S1,decisions (49),2.440848643655336,0.5510204081632653
S1,decisions (49),2.4500174222255215,0.5510204081632653
S1,decisions (49),2.4592206423005853,0.5510204081632653
S1,decisions (49),2.468458433256241,0.5510204081632653
S1,decisions (49),2.4777309249541855,0.5510204081632653
S1,decisions (49),2.4870382477439277,0.5510204081632653
S1,decisions (49),2.4963805324646207,0.5510204081632653
S1,decisions (49),2.5057579104468997,0.5510204081632653
S1,decisions (49),2.5151705135147293,0.5510204081632653
S1,decisions (49),2.5246184739872555,0.5510204081632653
S1,decisions (49),2.534101924680668,0.5510204081632653
S1,decisions (49),2.5436209989100647,0.5510204081632653
S1,decisions (49),2.5531758304913272,0.5510204081632653
S1,decisions (49),2.562766553743002,0.5510204081632653
S1,decisions (49),2.572393303488188,0.5510204081632653
S1,decisions (49),2.5820562150564323,0.5510204081632653
S1,decisions (49),2.5917554242856324,0.5306122448979592
S1,decisions (49),2.6014910675239467,0.5306122448979592
S1,decisions (49),2.611263281631709,0.5306122448979592
S1,decisions (49),2.6210722039833554,0.5306122448979592
S1,decisions (49),2.6309179724693528,0.5102040816326531
S1,decisions (49),2.6408007254981385,0.5102040816326531
S1,decisions (49),2.650720601998066,0.5102040816326531
S1,decisions (49),2.660677741419358,0.5102040816326531
S1,decisions (49),2.6706722837360672,0.5102040816326531
S1,decisions (49),2.680704369448042,0.5102040816326531
S1,decisions (49),2.690774139582903,0.5102040816326531
S1,decisions (49),2.700881735698027,0.5102040816326531
S1,decisions (49),2.711027299882534,0.5102040816326531
S1,decisions (49),2.721210974759287,0.5102040816326531
S1,decisions (49),2.7314329034868963,0.4897959183673469
S1,decisions (49),2.7416932297617302,0.4897959183673469
S1,decisions (49),2.7519920978199375,0.4897959183673469
S1,decisions (49),2.7623296524394747,0.4897959183673469
S1,decisions (49),2.77270603894214,0.4897959183673469
S1,decisions (49),2.7831214031956173,0.4897959183673469
S1,decisions (49),2.7935758916155256,0.4897959183673469
S1,decisions (49),2.8040696511674787,0.4897959183673469
S1,decisions (49),2.814602829369151,0.4897959183673469
S1,decisions (49),2.82517557429235,0.4897959183673469
S1,decisions (49),2.8357880345650974,0.4897959183673469
S1,decisions (49),2.8464403593737226,0.4897959183673469
S1,decisions (49),2.8571326984649543,0.4897959183673469
S1,decisions (49),2.86786520214803,0.46938775510204084
S1,decisions (49),2.878638021296806,0.46938775510204084
S1,decisions (49),2.889451307351881,0.46938775510204084
S1,decisions (49),2.900305212322722,0.46938775510204084
S1,decisions (49),2.911199888789804,0.46938775510204084
S1,decisions (49),2.9221354899067533,0.46938775510204084
S1,decisions (49),2.933112169402501,0.46938775510204084
